序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
601,交通标志和交通标线不属新规题于交通信号。,正确 | 错误,题库缺图,1,q_LocHgSfrR8ZP,,
602,交通警察对未放置保险标志上道路行驶的车辆可依法扣留行驶证。,正确 | 错误,题库缺图,1,q_dp8mSwsqRhqx,,
603,交通警察手势信号是所有交通信号（信号灯、标志、标线等）中法律效力最强的一种信号。,正确 | 错误,题库缺图,1,q_pD0o9Is_9yYD,,
604,以70公里/小时的速度在没有限速标志的同向3车道的高速公路上行驶，应该走哪个车道？,最左侧车道 | 中间车道 | 最右侧车道 | 以上均可,题库缺图,1,q_DhSKUik9q4oD,,
605,以下交通标志中表示最低限速的,10t6060 | 图2图3图1 | 图2 | 图3,题库缺图,1,q_MCeHJavvpzUQ,,
606,以下交通标志中表示最低限速的是（ ）。,图2 | 图3 | 图1 | 图4,题库缺图,1,q_aVdjDlyfW5hu,,
607,以下交通标志中表示直行和右转合用车道的是（ ）。,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_ky5vgDyp5Bua,,
608,以下交通标志中，表示禁止一切车辆和行人通行的是？,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_9jgT_VzUBA7X,,
609,以下交通标志表示单行线的是哪一项？,如图A所示 | 如图B所示 | 如图C所示 | 如图D所示,题库缺图,1,q_7JAI62xNUvhL,,
610,以下交通标志表示的含义是什么？,禁止机动车驶入 | 禁止小客车驶入 | 禁止所有车辆驶入 | 禁止非机动车驶入,题库缺图,1,q_K1HihaEJvKGT,,
611,以下交通标志表示除小客车和货车外，其他车辆可以直行。,正确 | 错误,题库缺图,1,q_xSM3pxfKo8fo,,
612,以下交通标志表示除载货汽车和拖拉机外，其他车辆可以直行。,正确 | 错误,残缺队列+题库缺图,1,"q_QVv3aJYewUw-,qi_item_oeOo7dQfAnaF",,
613,以下哪个仪表表示发动机转速图A,10000图图 | 如图中A所示 | 如图中B所示 | 如图中C所示,题库缺图,1,q_aRf4-Lzvz0FY,,
614,以下哪个仪表表示发动机转速表？,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_tlHsvif4Q_mx,,
615,以下哪个仪表表示水温表？图A,图 | 如图中A所示 | 如图中B所示 | 如图中C所示,题库缺图,1,q_y1DTA7VsJ86b,,
616,以下哪个仪表表示燃油表？图A,图 | 如图中A所示 | 如图中B所示 | 如图中C所示,题库缺图,1,q_pxv4-jkFDyZV,,
617,以下哪个仪表表示速度和里程表？,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_UdrHEpRoDgbs,,
618,以下哪个信号灯闪烁表示前方是危险路段？,图① | 图② | 图③ | 图④,题库缺图,1,q_SK_QMg1vU3DT,,
619,以下哪个指示灯亮时，提醒驾驶人安全带插头未插入锁扣？,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_9efWxaqSVdo9,,
620,以下哪个指示灯亮时，表示当前汽车发动机温度过高或冷却液过少？,ABS | 如图A所示 | 如图B所示 | 如图C所示,题库缺图,1,q_DHFBU7eX1Z2p,,
621,以下哪个标志提示注意路面低洼？,图① | 图② | 图③ | 图④,题库缺图,1,q_jFt3ieINWm1r,,
622,以下哪个标志表示注意路面不平？,图① | 图② | 图③ | 图④,题库缺图,1,q_rlxSpnrUZeXv,,
623,以下哪个标志表示注意驼峰桥？,图① | 图② | 图③ | 图④,题库缺图,1,q_80zYMoT4ipkU,,
624,以下哪个标志，表示干路先行？图A图B,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,题库缺图,1,q_6xXPRPt87vwi,,
625,以下安全带系法正确的是？图A图B,图 | 如图中A所示 | 如图中B所示 | 如图中C所示,题库缺图,1,q_4_Szbr4vB9Ky,,
626,以下安全带系法正确的是？选图A图B,正确 | 错误,题库缺图,1,q_w9drpIdy0948,,
627,以下标志的含义是禁止载货汽车驶入。,正确 | 错误,题库缺图,1,q_NcNk6F3K50KO,,
628,以下标志表示电动汽车充电站。,正确 | 错误,题库缺图,1,q_zKZRK2sOJI7S,,
629,以下标志表示网约车候客点。,正确 | 错误,题库缺图,1,q_2M-zRI4QAJ1o,,
630,以下选项中，车辆交通标志识别系统的英文缩写是什么？,TSR | AEB | TRC | ACC,题库缺图,1,q_11YyIaYPqlHx,,
631,仪表显示当前冷却液的温度是90度。,正确 | 错误,题库缺图,1,q_b3pnG4fOWmpn,,
632,仪表显示当前发动机转速是6000转/分钟。,正确 | 错误,题库缺图,1,q_jH4bU6CB_gnT,,
633,仪表显示当前车速是20公里/小时。,正确 | 错误,题库缺图,1,q_UdY-N5HmD6BB,,
634,仪表显示油箱内存油量已在警告线以内。,正确 | 错误,题库缺图,1,q_sjxe1_fhHvWf,,
635,停车位标线为蓝色表示收费停车位。,正确 | 错误,题库缺图,1,q_hfzwVzGG7shr,,
636,允许自学直考人员使用图中教练车，在“学车专用标识签注指导人员”随车指导下学习驾驶。,正确 | 错误,题库缺图,1,q_1ABe9HQ7uQPr,,
637,允许自学直考人员使用图中的教练车，在“学车专用标识签注指导人员”的随车指导下学习驾驶。,正确 | 错误,题库缺图,1,q_umXy-en9rJxb,,
638,免费停车位的停车标线是什么颜色？,白色 | 蓝色 | 黄色 | 红色,题库缺图,1,q_5fl1m9kErwv8,,
639,动机打开右转向灯开关，如下图所示灯亮起。,正确 | 错误,题库缺图,1,q_a4-Ku1-I_wWi,,
640,发生图中交通事故，A车负全部责任。,正确 | 错误,题库缺图,1,q_6msBlQ754Q1X,,
641,图中A车可沿箭头方向驶离高速公路。,正确 | 错误,题库缺图,1,q_28Jrcbns07di,,
642,图中A车有优先通行权。,正确 | 错误,题库缺图,1,q_fhIAhQWAk_AG,,
643,图中交警手势的含义是（,靠边停车信号 | 左转弯待转信号 | 左转弯信号 | 右转弯信号,题库缺图,1,q_E8wZk9KMtj3q,,
644,图中交通标志是何含义？,反向弯路 | 急弯路 | 注意合流 | 交叉路口,题库缺图,1,q_y7QA6G0j2HSf,,
645,图中信号灯亮起时，黑色车辆可以通过。,正确 | 错误,题库缺图,1,q_3QEjHf1qhUgg,,
646,图中信号灯的含义是（ ）。,路口警示 | 禁止通行 | 准许通行 | 提醒注意,题库缺图,1,q_hBhmjtg1B0tS,,
647,图中做法正确的是（ ）。,加速，在对向车到达前通过 | 减速靠右通过 | 保持原速继续正常行驶 | 鸣喇叭后加速通过,题库缺图,1,q_9az89ko38iHL,,
648,图中圈内三角填充区域是什么标线？,网状线 | 停车线 | 减速线 | 导流线,残缺队列+题库缺图,1,"q_k8ncS6tC2b2x,qi_item_TtPv-0zBAFx0",,
649,图中圈内白色横实线是何含义？,停止线 | 让行线 | 减速线 | 待转线,题库缺图,1,q_rkyTIGnjtxao,,
650,图中圈内的白色半圆状标记是什么标线？,减速行驶线 | 车速确认线 | 车距确认线 | 路口减速线,题库缺图,1,q_1FpnbI_udTfx,,
651,图中圈内的白色折线是什么标线？,减速行驶线 | 车距确认线 | 车速确认线 | 路口减速线,题库缺图,1,q_0FOYX2VdUFr7,,
652,图中圈内的路面标记是什么标线？,路口示意线 | 停车让行线 | 减速让行线 | 人行横道线,残缺队列+题库缺图,1,"q_hyIWiTasW3QT,qi_item_WVUN_MGfKEP8",,
653,图中圈内的锯齿状白色实线是什么标线？,导向车道线 | 方向引导线 | 可变导向车道线 | 单向行驶线,题库缺图,1,q_BFEwefJ9fPFd,,
654,图中圈内黄色虚线是什么标线？,路口导向线 | 非机动车引导线 | 车道连接线 | 小型车转弯线,残缺队列+题库缺图,1,"q_-x81xVmhr4EN,qi_item_ofyjkUjT01Ch",,
655,图中地面标记表示（ ）。,人行横道预告 | 交叉路口预告 | 减速让行预告 | 停车让行预告,题库缺图,1,q_Z8YcD97Fw2eI,,
656,图中对向车辆具有优先通行权。,正确 | 错误,题库缺图,1,q_y5a6qQ9kBEvG,,
657,图中小型客车驾驶人造成致人重伤的交通事故后逃逸，尚不构成犯罪的，会被记12分。,正确 | 错误,题库缺图,1,q_Gig-jj_Sd9C1,,
658,图中小型汽车的停车地点是正确的。,正确 | 错误,题库缺图,1,q_BEdhhoaxWarz,,
659,图中小型汽车的停车地点是正确的。XXX消防中队,正确 | 错误,题库缺图,1,q_3snQ5UBTY9AN,,
660,图中左侧白色轿车，在这种情况下为了保证安全，应适当降低车速。,正确 | 错误,题库缺图,1,q_3idBKUVuo4mw,,
661,图中己车准备进入环形路口时，应让红车先行，依次进入路口。,正确 | 错误,题库缺图,1,q_wR0GUV2ZbXek,,
662,图中所示标志的含义是提醒车辆驾驶人谨慎驾驶，注意右侧落石。,正确 | 错误,题库缺图,1,q_cW_d4DVmCVo1,,
663,图中所示标志表示前方距露天停车场200米。,正确 | 错误,题库缺图,1,q_k7tz85FC3kG4,,
664,图中所示标志表示此路段在6:00-20:00的时段禁止各类机动车驶入。,正确 | 错误,题库缺图,1,q_BHJZHDKvmmUJ,,
665,图中所示标志表示此路段在6:00-20：00的时段禁止各类机动车驶入。,正确 | 错误,题库缺图,1,q_vT5UzTfsYKcE,,
666,图中所示标志表示距离出口100米。,正确 | 错误,题库缺图,1,q_5U_Uo9we8r2Q,,
667,图中所示标志表示距离出口300米。,正确 | 错误,题库缺图,1,q_uiIvUfrMNdfA,,
668,图中所示的情形中，造成事故的责任是左侧车辆倒车没有避让正常行驶的车辆，右侧车辆看到前车掉头时没有停车等待。,正确 | 错误,题库缺图,1,q_1VUGn3CbgDBx,,
669,图中所示的情形超车时，要提前开启左转向灯，连续鸣喇叭或开启远光灯提示，催促前车让行,正确 | 错误,题库缺图,1,q_TXi8AkLYZWLM,,
670,图中所示驾驶人的行为是违法行为，会被记12分。,正确 | 错误,题库缺图,1,q_vvxnnwApemlL,,
671,图中所示驾驶人的这种行为是违法行为，会被记12分。,正确 | 错误,题库缺图,1,q_xI5hQMJrRgOc,,
672,图中指示灯一直亮，表示发动机控制系统故障。,正确 | 错误,题库缺图,1,q_H4dxDKoip-e0,,
673,图中指示灯亮时提醒发动机需加注机油。,正确 | 错误,题库缺图,1,q_sT5aYAx6ARER,,
674,图中指示灯亮时，不影响正常行驶。,正确 | 错误,题库缺图,1,q_bxMIZlWGmdPc,,
675,图中指示灯亮时，提醒驾驶人座椅没调整好。,正确 | 错误,题库缺图,1,q__CWwNhzTRUf2,,
676,图中指示灯亮表示（ ）。,前后示宽灯亮起 | 左转向指示灯闪烁 | 前后位置灯亮起 | 右转向指示灯闪烁,题库缺图,1,q_dAt81VXr5K3j,,
677,图中指示灯亮，应轻踩一下制动，只要有效可正常行车。,正确 | 错误,题库缺图,1,q_PcRvPoU1ab6D,,
678,图中指示灯亮，表示蓄电池充电故障。,正确 | 错误,题库缺图,1,q_tOHdcZi4DgrJ,,
679,图中故障车辆的违法行为是（ ）。,未设置警告标志 | 未立即排除故障 | 未将车停到路边 | 未开启危险报警闪光灯,题库缺图,1,q_CjghSehztKg7,,
680,图中机动车有哪种违法行为？,逆向行驶 | 未按规定悬挂号牌 | 故意遮挡号牌 | 占用非机动车道,题库缺图,1,q_Ay7ecg-b8h-5,,
681,图中机动车驾驶人造成事故逃逸且构成犯罪的行为是违法行为，会被记12分。,正确 | 错误,题库缺图,1,q_xtgzQ2Smymwo,,
682,图中标志提示前方有环形交叉路口，前方路口可掉头行驶。,正确 | 错误,题库缺图,1,q_sekSXbhyAa8K,,
683,图中标志提示前方道路是向右急转弯。,正确 | 错误,题库缺图,1,q_c62rYhejeO5U,,
684,图中标志提示前方道路最高车速限制每小时50公里以下。,正确 | 错误,题库缺图,1,q_-dIRBU4hp61p,,
685,图中标志的主要作用是什么?,引导非机动车直接横穿马路 | 禁止非机动车在路口过街 | 引导左转非机动车二次过街 | 仅允许非机动车在特定时段过街,题库缺图,1,q_m3ShhLpomeY2,,
686,图中标志的含义是限制轴重。,正确 | 错误,题库缺图,1,q_TU_aAaySvmKD,,
687,图中标志设在禁止运输危险品车辆驶入路段的入口处。,正确 | 错误,题库缺图,1,q_sZH9EeSMZ2P6,,
688,图中标注车辆在该地点停车是正确的。,正确 | 错误,题库缺图,1,q_Z3D02iGL55h2,,
689,图中标线表示残疾人专用车辆、或载有残疾人的车辆专用停车位。,正确 | 错误,题库缺图,1,q_jGhMK_Y1PXQo,,
690,图中深色车辆在该地点临时停车是可以的。,正确 | 错误,题库缺图,1,q_CGU7wBVuGVhk,,
691,图中白车的违法行为是（ ）。,距离加油站30米内停车 | 占用非机动车道停车 | 在公交车站内停车 | 逆向停车,题库缺图,1,q_XbJFsVklRajg,,
692,图中红圈内的装置是（ ）,灯光、信号组合开关 | 倒车灯开关 | 刮水器开关 | 危险报警闪光灯开关,题库缺图,1,q_qIDpGEsOr7iq,,
693,图中红圈内的装置是（ ）。,灯光、信号组合开关 | 倒车灯开关 | 刮水器开关 | 危险报警闪光灯开关,题库缺图,1,q_uS3JXY9bNAnI,,
694,图中红圈内车辆变更车道的做法违法。,正确 | 错误,题库缺图,1,q_Wi-mv4gY2kyh,,
695,图中红色圈内的交通标线表示该车道为非机动车道，机动车不得进入。,正确 | 错误,题库缺图,1,q_DfdpsA_rrani,,
696,图中红色车辆不得在此处停放。,正确 | 错误,题库缺图,1,q_Lo1DsIYwtE1R,,
697,图中红色车辆的这种违法行为会被记多少分？,记1分 | 记3分 | 记6分 | 记12分,题库缺图,1,q_LLnA18wDtN9o,,
698,图中红色车辆的违法行为会被记几分？,记1分 | 记3分 | 记6分 | 记12分,题库缺图,1,q_-hIF8UTi41EW,,
699,图中蓝色车辆因故障在高速公路临时停放，警告标志应该设置在车后,150米以外 | 50~150米 | 50~100米 | 50米以内,题库缺图,1,q_HXfLHTEdve-w,,
700,图中路口中央黄色路面标记是什么标线？,导流线 | 停车区 | 中心圈 | 网状线,残缺队列+题库缺图,1,"q_XeRUbVyDOWIF,qi_item_-WF_7eYjPCCA",,
701,图中路段不允许掉头。,正确 | 错误,题库缺图,1,q_08wwJrQtY_Dz,,
702,图中路段不能掉头。,正确 | 错误,题库缺图,1,q_gk7ryYozbmy8,,
703,图中路段禁止鸣喇叭。,正确 | 错误,题库缺图,1,q_FkTRWm4pjuUI,,
704,图中路面标记表示该路段最低限速50km/h。,正确 | 错误,残缺队列+题库缺图,1,"q_3MULhn2HSjfF,qi_item_BfQCDkfzWg_z",,
705,图中车辆在拥堵路段排队行驶时，遇其他车辆强行穿插行驶，为保证安全，以下做法正确的是（ ）。,迅速躲避 | 提高车速不让其穿插 | 减速或停车让行 | 持续鸣喇叭警告,残缺队列+题库缺图,1,"q_TOpdpVCrq7Eg,qi_item_cYWvJjtuaiTe",,
706,图中车辆在高速公路发生故障不能移动，该驾驶人的做法符合安全要求。,正确 | 错误,题库缺图,1,q_R_70NGFOPzy_,,
707,图中车辆驶离高速公路时，以下操作正确的是（ ）。,继续向前行驶 | 驶入减速车道 | 车速保持100公里/小时 | 车速降到40公里/小时以下,题库缺图,1,q_8-sDJc29zshx,,
708,图中这个标志为交叉路口预告标志中的“车道式”预告标志。,正确 | 错误,题库缺图,1,q_kywwZlBchUWb,,
709,图中这个标志为电动自行车车道标志，表示该车道仅供电动自行车通行。,正确 | 错误,题库缺图,1,q_3EE1-m4cuyVA,,
710,图中这个标志提示前方有环形交叉路口，前方路口可以掉头行驶。,正确 | 错误,题库缺图,1,q_fNe719P-W89l,,
711,图中这个标志提示前方路口只允许直行。,正确 | 错误,题库缺图,1,q_enKwNUeo34WL,,
712,图中这个标志提示前方路段只禁止一切车辆驶入。,正确 | 错误,题库缺图,1,q_iOM6nLl09azk,,
713,图中这个标志提示前方路段在限定的范围内，禁止一切车辆长时间停放，临时停车不受限制。,正确 | 错误,题库缺图,1,q_Y4L5q-EUVaQ2,,
714,图中这个标志提示前方路段是易发生车辆追尾的路段。,正确 | 错误,题库缺图,1,q_THgsEMosEZc0,,
715,图中这个标志提示前方路段是易断发生车辆追尾的路段。,正确 | 错误,题库缺图,1,q_STjnixcUSSAy,,
716,图中这个标志提示前方道路是向右急转弯。,正确 | 错误,题库缺图,1,q_O7wzMzz6FaZd,,
717,图中这个标志提示前方道路有Y形交叉路口，会有横向来车。,正确 | 错误,题库缺图,1,q_CAfg85blPYdc,,
718,图中这个标志提示前方道路的最高车速限制在每小时50公里以下,正确 | 错误,题库缺图,1,q_q3R1mUdc0Eh5,,
719,图中这个标志的含义是禁止小型客车通行。,正确 | 错误,题库缺图,1,q_r0B2yEiF2Jtk,,
720,图中这个标志的含义是禁止电动自行车进入。,正确 | 错误,题库缺图,1,q_A_F9UVfcU3ln,,
721,图中这个标志表示前方注意双向行驶。,正确 | 错误,题库缺图,1,q_7kWU7X96H3ay,,
722,图中这个标志表示距离出口200米。,正确 | 错误,题库缺图,1,q_edePbdGRpjqE,,
723,图中这种标线提示驾驶人“此处可安全换道”。,正确 | 错误,题库缺图,1,q_8bSKLCq8dzk8,,
724,图中这辆上路学习驾驶的自学直考车有什么违法行为？,鄂K·R1234 | 搭载随车指导人员以外的其他人员 | 学车专用标识粘贴的位置不符合B规定 | 自学人员和随车指导人员都没有系安全带,残缺队列+题库缺图,1,"q_Sgbu8TlQDi8O,flag_q_Sgbu8TlQDi8O",,
725,图中这辆红色机动车选择的行车道是正确的。,正确 | 错误,题库缺图,1,q_NvpHdm8rlM7_,,
726,图中这辆蓝色小型汽车行驶的车道是慢速车道。,正确 | 错误,题库缺图,1,q_MC89iZ3uRuvk,,
727,图中驾驶人的这种违法行为会被记几分？,记3分 | 记6分 | 记12分 | 记24分,题库缺图,1,q_koYgp5zgpLdZ,,
728,图中驾驶人的违法行为会被记几分？,记4分 | 记3分 | 记1分 | 记9分,题库缺图,1,q_cUhl0pWasU0q,,
729,图中驾驶人的违法行为会被记多少分？,记4分 | 记3分 | 记1分 | 记9分,题库缺图,1,q_oLpmSf4AEeKh,,
730,图中黄色机动车驾驶人在高速公路逆向行驶，会被记6分。,正确 | 错误,题库缺图,1,q_gv0_y8iBRd_2,,
731,图中黄色机动车驾驶人违法占用高速公路应急车道行驶，会被记3分。,正确 | 错误,题库缺图,1,q_H-OytMla1V9T,,
732,图中黄车进入减速车道时，以下灯光操作正确的是（ ）。,开启远光灯 | 开启危险报警闪光灯 | 开启近光灯,残缺队列,1,qi_item_LNGdOBcZGYdU,,
733,图中黄黑相间的倾斜线条用来提醒在车道旁有高出路面的构造物。,正确 | 错误,题库缺图,1,q_HhSFUucOfOPZ,,
734,在交叉路口遇到这种情况享有优先通行权。,正确 | 错误,题库缺图,1,q_T8uZ1Im01Ro6,,
735,在交叉路口遇到这种情况时，要在红灯亮以前加速通过路口。,正确 | 错误,题库缺图,1,q_AciNfpmQk51F,,
736,在图中位置变更车道时，以下做法正确的是什么？,在实线区内变道 | 借用人行横道变道 | 在虚线区按导向箭头指示变道 | 在路口停止线前变道,题库缺图,1,q_O9ACSO251FZM,,
737,在图中场景下，以下做法正确的是（ ）。,沿左侧车道掉头 | 该路口不能掉头 | 选择中间车道掉头 | 在路口内掉头,题库缺图,1,q_fDIVB23Agyrn,,
738,在图中所示有车道信号灯的路段，请哪辆机动车行驶的车道是正确的？,AA车 | 车 | D车 | C车,题库缺图,1,q_8ZbtMY1cjDlG,,
739,在图中所示的这段道路上行驶，驾驶人需要注意什么？,只要有逆向行驶的车辆就不能越线行驶 | 既不能越中心线也不能压中心线行驶 | 如果没有逆向行驶的车辆允许越中心线行驶 | 只有在超车的时候才能越中心线行驶,题库缺图,1,q_HQwiG3XHOcBK,,
740,在图中所示的这种天气行车，由于能见度较低，需要开启远光灯告知对向来车。,正确 | 错误,题库缺图,1,q_DcEfC-r3S1qm,,
741,在图中所示的道路上跟车行驶，为什么要保持较大的跟车距离？,不能正确判断水的深度 | 路面积水会影响对距离的判断 | 前车驾驶人的反应会变得迟钝 | 溅起来的水会影响视线,残缺队列+题库缺图,1,"q_4TR6n0_w-iHG,qi_item_hxDwJNeJQxZo",,
742,在图中所示的道路跟车行驶时，为什么要保持较大的跟车距离？,不能正确判断水的深度 | 路面积水会影响对距离的判断 | 前车驾驶人的反应会变得迟钝 | 溅起来的水会影响视线,题库缺图,1,q_yl7pZazVmV3y,,
743,在图中所示的铁路道口，如果没有看到列车驶来就要加速通过道口。,正确 | 错误,题库缺图,1,q_EkuTwhsNDz1U,,
744,在图中所示的高速公路行车道跟随前车行驶时，最小的跟车距离不得少于100米。,正确 | 错误,题库缺图,1,q_udmnQ7lZXENu,,
745,在图中这种环境下会车前，要先与对面来车交替变换远、近光灯观察前方道路情况，会车时两车都要关闭前大灯。,正确 | 错误,题库缺图,1,q_cPYx8pvoe_6p,,
746,在图中这种环境下会车前，要先交替变换远、近光灯观察前方道路情况，会车时两车都要关闭前大灯。,正确 | 错误,题库缺图,1,q_5DW4UrEZsEtd,,
747,在图中这种环境超车时，要先变换远近光灯告知前车，待前车让行后，开启远光灯超越。,正确 | 错误,题库缺图,1,q_HgqzHB48oLAh,,
748,在图中高速公路行驶，车速不得低于（ ）。,50公里/小时 | 60公里/小时 | 80公里/小时 | 100公里/小时,题库缺图,1,q_MVecncprIEw-,,
749,在图中高速公路行驶，车速不得超过（ ）。,120公里/小时 | 100公里/小时 | 90公里/小时 | 60公里/小时,题库缺图,1,q_9wW6dY8CTdWx,,
750,在图中高速公路行驶，车速不得高于（ ）。,100公里/小时 | 110公里/小时 | 120公里/小时 | 90公里/小时,题库缺图,1,q_Dmd_nVL1hN4g,,
751,在图中高速公路这条车道行驶车速不得高于（ ）。,120公里/小时 | 110公里/小时 | 100公里/小时 | 90公里/小时,题库缺图,1,q_vJEXRprjvII-,,
752,在城市快速路上通行，图中A车的违法行为是（ ）。,占用快速车道行驶 | 占用非机动车道行驶 | 占用应急车道行驶 | 占用公交专用道行驶,题库缺图,1,q_g6TOv1Ppo0ne,,
753,在城市道路上，遇到图中情况需要超车时，可以直接开启右转向灯，借公交车道行驶。,正确 | 错误,题库缺图,1,q_PrCHrhVuJhSY,,
754,在实习期内驾驶机动车的，应当在车身后部粘贴或者悬挂哪种标志？,注意新手标志 | 注意避让标志 | 统一式样的实习标志 | 注意车距标志,题库缺图,1,q_D9aVjrM1buba,,
755,在无交通信号灯的路口遇到停车等待时，可临时占用对面车道，以免造成更大的拥堵。,正确 | 错误,题库缺图,1,q_zE15zY8O5kQY,,
756,在有交通信号灯控制的交叉路口左转弯时，以下做法错误的是什么？,靠路口中心点左侧转弯 | 提前开启左转向灯 | 夜间开启近光灯 | 无需观察交通信号灯,题库缺图,1,q_ZwfjyOS77QBJ,,
757,在没有限速标志、标线的道路上，以下关于机动车行驶速度说法错误的是（ ）。,在没有道路中心线的城市道路，A最高行驶速度不超过30km/h | 在没有道路中心线的公路，最高B行驶速度不超过40km/h | 在同方向只有1条机动车道的城市道路，最高行驶速度不超过50km/h | 在同方向只有1条机动车道的公路，最高行驶速度不超过60km/h,题库缺图,1,q_7WygVq6FFzN-,,
758,在路口右转弯看到图中信号灯亮时，要在停止线以外停车，等待绿灯亮后再向右转弯。,正确 | 错误,题库缺图,1,q_IgzlXWt05o96,,
759,在路口直行时，遇这种情形如何通行？,让左方道路车辆先行 | 让右方道路车辆先行 | 直接加速直行通过 | 开启危险报警闪光灯通行,题库缺图,1,q_9LEryziAC_DA,,
760,在路口直行看到图中所示信号灯断亮时，要尽快加速通过路口，不得停车等待。,正确 | 错误,题库缺图,1,q__lhBlX7TGeQr,,
761,在路口直行看到图中这种情况，要在停止线以外停车，等待对面直行车通过后再起步。,正确 | 错误,题库缺图,1,q_Hipbp8NIwULy,,
762,在路口看到图中所示信号灯不断断闪烁时，要减速或停车瞭望，确认安全后通过。,正确 | 错误,题库缺图,1,q_VRJbDSs4rtfS,,
763,在路口遇到图中这种黄灯不断闪烁时，提醒车辆应注意什么？,路口禁止一切车辆通行 | 路口交通信号暂时解除 | 路口交通管制需要清空 | 前方路口或道路是危险路段,题库缺图,1,q_YxMxbn9s64XY,,
764,在路口遇到图中这种黄灯不断闪烁时，说明什么情况？,路口禁止一切车辆通行 | 路口发生道路交通事故 | 路口交通管制需要清空 | 路口交通信号暂时解除,题库缺图,1,q_DL8Xqv2PB_ra,,
765,在路口遇有交通信号灯和交通警察指挥不一致时，按照交通信号灯通行。,正确 | 错误,题库缺图,1,q_vqeptelDpUoc,,
766,在这种天气条件下行车如何使用灯光？,使用远光灯 | 使用雾灯 | 开启右转向灯 | 不使用灯光,题库缺图,1,q_yx0h3aHlcFcG,,
767,在这种情况下可以加速通过人行断黄道。,正确 | 错误,题库缺图,1,q_bTzuiaPAA7L1,,
768,在这种情况下可以加速通过人行横道。,正确 | 错误,题库缺图,1,q_QKTWkmfeMCvU,,
769,在这种情况下应当等行人通过后再通过人行横道。,正确 | 错误,题库缺图,1,q_dileTfl_4iWq,,
770,在这种情况下，可以加速通过交叉路口。,正确 | 错误,题库缺图,1,q_SihOsAJmmyBY,,
771,在这种情形中前车怎样行驶？,正常行驶 | 及时让行 | 开启危险报警闪光灯行驶 | 不得变更车道,题库缺图,1,q_w6S1ekLzxt5v,,
772,在这种环境下通过路口如何使用灯光？,关闭远光灯 | 使用危险报警闪光灯 | 使用远光灯 | 交替使用远、近光灯,题库缺图,1,q_tUpLOg9Vs2UG,,
773,在这种环境中行车，应该怎样使用灯光？,变换远近光灯 | 关闭前照灯 | 开启近光灯 | 开启远光灯,题库缺图,1,q_GeUHCY0R28bJ,,
774,在这种环境行车，应使用近光灯。,正确 | 错误,题库缺图,1,q_8EUT-GrXZEP2,,
775,在这种环境行车，应怎样使用灯光？,变换远近光灯 | 关闭前照灯 | 开启近光灯 | 开启远光灯,题库缺图,1,q_PdWVO4zTaxrU,,
776,在这种环境里行车，应使用近光灯。,正确 | 错误,题库缺图,1,q_b2bY3cI5yeqh,,
777,在这种雨天跟车行驶使用灯光，以下说法正确的是？,使用远光灯 | 不能使用近光灯 | 不能使用远光灯 | 使用雾灯,题库缺图,1,q_lZgVak9xC3Cr,,
778,在进入交叉路口实线导向车道前，变更车道要在虚线路段完成。,正确 | 错误,题库缺图,1,q_ZSdBl2wLA74W,,
779,在道路上超车时，按照防御性驾驶技术要求，只要留有余地，应尽量加大横向距离，必要时可越实线超车。,正确 | 错误,题库缺图,1,q_uDaEa5AssPJP,,
780,在道路上车辆发生故障、事故停车后，不按规定使用灯光或者设置警告标志的，一次记1分。,正确 | 错误,题库缺图,1,q_hB02i5hwZQXK,,
781,在道路上车辆发生故障、事故停车后，不按规定设置警告标志，一次记1分。,正确 | 错误,题库缺图,1,q_8PImtvpHPJOg,,
782,在道路上车辆发生故障、新规题事故停车后，不按规定使用灯光或者设置警告标志的，一次记1分。,正确 | 错误,题库缺图,1,q_84SLRxE5fHO9,,
783,在道路上遇到图中这种情况，可以从两侧超车。,正确 | 错误,题库缺图,1,q_WUA9EtjKyDbJ,,
784,在高速公路因故障停车后，应在来车方向150米外设置故障警告标志。,正确 | 错误,题库缺图,1,q_aJlmrT4pLcvY,,
785,在高速公路遇图中所示情况时，以下做法正确的是（ ）。,加速行驶 | 停在应急车道 | 增大跟车距离 | 紧跟前车,残缺队列+题库缺图,1,"q_2P6JPao8pECy,qi_item_YMupUKPbLHem",,
786,夜间经过无交通信号灯控制的交叉路口，不得变换远、近光灯。,正确 | 错误,题库缺图,1,q_8qILHo6G-ZIy,,
787,夜间行车遇到图中所示的交叉路口，不管有没有车辆和行人横过路口，都要开启远光灯提示。,正确 | 错误,题库缺图,1,q_xfkL-xlkUHKK,,
788,夜间通过无交通信号灯控制的交叉路口时，不得变换远、近光灯。,正确 | 错误,题库缺图,1,q_zouwRW5-cJ2T,,
