组号,组内序号,题号,题干,正确答案,选项,分组题干,组内条数,组内答案种数,已标记问题题
5,8/13,q_eSX8h8KbyF68,遇到图中所示的情况，应怎样行驶？,停车让行人先通过,停车让行人先通过 | 减速缓慢行驶通过 | 连续鸣喇叭告知行人 | 加速从行人的前方通过,遇到图中所示的情况应怎样行驶,13,8,
5,9/13,q_OqQIT-5dQW6c,遇到图中所示的情况，应怎样行驶？,等待两个行人都通过路口再右转弯,加速在第一个行人的前方向右转A弯 | 绕到第一个行人的后方向右转弯 | 等待两个行人都通过路口再右转弯 | 鸣喇叭让行人停止通过后向右转弯,遇到图中所示的情况应怎样行驶,13,8,
5,10/13,q_Wtg6_jOq6JOr,遇到图中所示的情况，应怎样行驶？,错误,正确 | 错误,遇到图中所示的情况应怎样行驶,13,8,
5,11/13,q_MqGaZHCIMDgK,遇到图中所示的情况，应怎样行驶？,等待左侧车辆直行通过后再向右转弯,如果已经越过停止线就可以加速向右转弯 | 不用考虑左侧车辆直接向右转弯 | 只要不影响左侧车辆直行就可以右转弯 | 等待左侧车辆直行通过后再向右转弯,遇到图中所示的情况应怎样行驶,13,8,
5,12/13,q_-0pLl_ac39Q-,遇到图中所示的情况，应怎样行驶？,等待对面车辆直行通过后再向左转弯,如果已经越过停止线就可以加速A向左转弯 | 不用考虑对面车辆直接向左转弯 | 只要不影响左侧车辆直行就可以左转弯 | 等待对面车辆直行通过后再向左转弯,遇到图中所示的情况应怎样行驶,13,8,
5,13/13,q_O3I51ZeIIsst,遇到图中所示的情况，应怎样行驶？,提前减速观察确认是否能安全通过,只要没有行人横过就可以加速通过 | 提前减速观察确认是否能安全通过 | 鸣喇叭告知两边的行人和非机动车 | 如果来不及减速就直接按常速通过,遇到图中所示的情况应怎样行驶,13,8,
6,1/9,q_GzJktZZW2tf8,驾驶电动汽车，图中指示灯亮起表示（ ）。,胎压故障警告,胎压故障警告 | 低荷电状态警告 | 驱动电机故障 | 系统故障,驾驶电动汽车图中指示灯亮起表示,9,9,
6,2/9,q_QGx_OCWQWvJG,驾驶电动汽车，图中指示灯亮起表示（ ）。,电机过热警告,驱动功率限制 | 驱动电机故障 | 动力蓄电池故障 | 电机过热警告,驾驶电动汽车图中指示灯亮起表示,9,9,
6,3/9,q_fLD_Mam0TTn1,驾驶电动汽车，图中指示灯亮起表示（ ）。,动力蓄电池高温报警,低荷电状态警告 | 动力蓄电池高温报警 | 动力蓄电池故障 | 驱动功率限制,驾驶电动汽车图中指示灯亮起表示,9,9,
6,4/9,q_L-_36RVB2o1N,驾驶电动汽车，图中指示灯亮起表示（ ）。,低荷电状态警告,低荷电状态警告 | 正在充电 | 动力蓄电池故障 | 驱动功率限制,驾驶电动汽车图中指示灯亮起表示,9,9,
6,5/9,q_t828I3jUQzZm,驾驶电动汽车，图中指示灯亮起表示（ ）。,充电系统故障,低荷电状态警告 | 正在充电 | 充电系统故障 | 动力蓄电池故障,驾驶电动汽车图中指示灯亮起表示,9,9,
6,6/9,q_5FTwshw5bD1d,驾驶电动汽车，图中指示灯亮起表示（ ）。,驱动电机故障,驱动功率限制 | 驱动电机故障 | 动力蓄电池故障 | 低荷电状态警告,驾驶电动汽车图中指示灯亮起表示,9,9,
6,7/9,q__H905Yh3aSs-,驾驶电动汽车，图中指示灯亮起表示（ ）。,系统故障,动力蓄电池故障 | 低荷电状态警告 | 驱动电机故障 | 系统故障,驾驶电动汽车图中指示灯亮起表示,9,9,
6,8/9,q_AREDVDi9qoVC,驾驶电动汽车，图中指示灯亮起表示（ ）。,正在充电,动力蓄电池故障 | 驱动功率限制 | 正在充电 | 低荷电状态警告,驾驶电动汽车图中指示灯亮起表示,9,9,
6,9/9,q_LqrNuIASvqJb,驾驶电动汽车，图中指示灯亮起表示（ ）。,动力蓄电池故障,低荷电状态警告 | 正在充电 | 动力蓄电池故障 | 驱动功率限制,驾驶电动汽车图中指示灯亮起表示,9,9,
7,1/9,q_0KiXYggTWeA2,红圈内标线是（ ）。,左弯待转区线,小型车转弯线 | 掉头引导线 | 左弯待转区线 | 交叉路停车线,红圈内标线是,9,9,
7,2/9,q_ddNgOObQXG3O,红圈内标线是（ ）。,车距确认标线,人行横道预告 | 车距确认标线 | 减速让行预告 | 道路出口标线,红圈内标线是,9,9,
7,3/9,q_PezTTpkZmmDw,红圈内标线是（ ）。,停车让行线,等候放行线 | 停车让行线 | 减速让行线 | 左弯待转线,红圈内标线是,9,9,
7,4/9,q_ecZcJOJC_1I6,红圈内标线是（ ）。,减速让行线,等候放行线 | 停车让行线 | 减速让行线 | 左弯待转线,红圈内标线是,9,9,
7,5/9,q_ESG-aWk9masl,红圈内标线是（ ）。,禁止跨越对向车行道分界线,可跨越对向车道分界线 | 禁止跨越对向车行道分界线 | 双侧可跨越同向车道分界线 | 单向行驶车道分界线,红圈内标线是,9,9,
7,6/9,q_4IuoBhToCB05,红圈内标线是（ ）。,禁止跨越同向车行道分界线,禁止跨越对向车行道分界线 | 双侧可跨越同向车道分界线 | 禁止跨越同向车行道分界线 | 单侧可跨越同向车道分界线,红圈内标线是,9,9,
7,7/9,q_z9ZmXUNiAs7z,红圈内标线是（ ）。,公交专用车道,大客车专用车道 | 营运客车专用车道 | 出租车专用车道 | 公交专用车道,红圈内标线是,9,9,
7,8/9,q_HLDYdBn4JqxQ,红圈内标线是（ ）。,车行道横向减速标线,车行道横向减速标线 | 道路施工提示标线 | 车行道纵向减速标线 | 车道变少提示标线,红圈内标线是,9,9,
7,9/9,q_solb2-FmNbyb,红圈内标线是（ ）。,接近障碍物标线,接近移动障碍物标线 | 加宽隔离带标线 | 接近障碍物标线 | 接近狭窄路面标线,红圈内标线是,9,9,
8,1/7,q_dsfV51bOnDR-,红圈内导向箭头含义是（ ）。,指示前方右转弯,指示前方右转弯 | 指示前方掉头 | 指示前方直行 | 指示向左变道,红圈内导向箭头含义是,7,7,
8,2/7,q_stA9ZLV7cwxv,红圈内导向箭头含义是（ ）。,指示直行或右转弯,指示向右转弯或掉头 | 指示直行或右转弯 | 指示直行或向右变道 | 指示直行或掉头,红圈内导向箭头含义是,7,7,
8,3/7,q_P71rgH9EGZVQ,红圈内导向箭头含义是（ ）。,指示直行或左转弯,指示向左转弯或掉头 | 指示直行或向左变道 | 指示直行或左转弯 | 指示直行或掉头,红圈内导向箭头含义是,7,7,
8,4/7,q_f6hODAJZm2wi,红圈内导向箭头含义是（ ）。,指示直行,指示车道 | 指示禁行 | 指示合流 | 指示直行,红圈内导向箭头含义是,7,7,
8,5/7,q_UE31kgmNdFBD,红圈内导向箭头含义是（,指示前方左转弯,指示前方右转弯 | 指示向左变道 | 指示前方直行 | 指示前方左转弯,红圈内导向箭头含义是,7,7,
8,6/7,q_j4MONL90a_pX,红圈内导向箭头含义是（,指示前方掉头,指示前方右转 | 指示前方掉头 | 指示前方直行 | 指示向左变道,红圈内导向箭头含义是,7,7,
8,7/7,q_r9fQZivOkBZc,红圈内导向箭头含义是（,指示前方可左转或掉头,指示前方可直行或向左变道 | 指示前方可直行或左转 | 指示前方可直行或掉头 | 指示前方可左转或掉头,红圈内导向箭头含义是,7,7,
9,1/7,q_S1AkbN-dzWBK,这是什么操纵装置？,变速器操纵杆,节气门操纵杆 | 驻车制动器操纵杆 | 变速器操纵杆 | 离合器操纵杆,这是什么操纵装置,7,5,
9,2/7,q_3SruOAvY574H,这是什么操纵装置？,刮水器开关,除雾器开关 | 转向灯开关 | 前照灯开关 | 刮水器开关,这是什么操纵装置,7,5,
9,3/7,q_NMi8wTvC32EX,这是什么操纵装置？,空调开关,ONAC | A灯光开关 | 空调开关 | 点火开关,这是什么操纵装置,7,5,
9,4/7,q_PNoA5wLMke9L,这是什么操纵装置？,除雾器开关,除雾器开关 | 转向灯开关 | 前照灯开关 | 刮水器开关,这是什么操纵装置,7,5,
9,5/7,q_FM6-GvRQhDxM,这是什么操纵装置？,空调开关,ONACC | A灯光开关 | 空调开关 | 点火开关,这是什么操纵装置,7,5,
9,6/7,q_iSvnDsiSsX8C,这是什么操纵装置？,驻车制动器操纵杆,驻车制动器操纵杆 | 节气门操纵杆 | 变速器操纵杆 | 离合器操纵杆,这是什么操纵装置,7,5,
9,7/7,q_RleNXBQGx-F9,这是什么操纵装置？,空调开关,ACCON | 灯光开关 | 空调开关 | 点火开关,这是什么操纵装置,7,5,
10,1/7,q_QRj9FOEicEcZ,这属于哪一种标志？,警告标志,警告标志 | 指路标志 | 指示标志 | 禁令标志,这属于哪一种标志,7,7,
10,2/7,q_huJOM7q0EVk5,这属于哪一种标志？,禁令标志,警告标志 | 禁令标志 | 指示标志 | 指路标志,这属于哪一种标志,7,7,
10,3/7,q_0hhSmjZ87-er,这属于哪一种标志？,停让,停让 | 禁令标志 | 指示标志 | 指路标志,这属于哪一种标志,7,7,
10,4/7,q_JbkH_gTLAyv7,这属于哪一种标志？,云居寺,云居寺 | 旅游区标志 | 作业区标志 | 告示标志,这属于哪一种标志,7,7,
10,5/7,q_CeJ8FV7B5Glx,这属于哪一种标志？,指示标志,警告标志 | 禁令标志 | 指示标志 | 指路标志,这属于哪一种标志,7,7,
10,6/7,q_PfCNqb9a6Rs6,这属于哪一种标志？,高速公路标志,灵山16km云居寺 | 作业区标志 | 告示标志 | 高速公路标志,这属于哪一种标志,7,7,
10,7/7,q_lmGiJMlQgZAO,这属于哪一种标志？,旅游区标志,作业区标志 | 告示标志 | 高速公路标志 | 旅游区标志,这属于哪一种标志,7,7,
11,1/7,q_xU3hGXBup1wa,这个仪表是何含义？,发动机转速表,发动机转速表 | 行驶速度表 | 区间里程表 | 百公里油耗表,这个仪表是何含义,7,6,
11,2/7,q_Nj3DbvRGZvFj,这个仪表是何含义？,速度和里程表,百公里油耗表 | 速度和里程表 | 发动机转速表 | 最高时速值表,这个仪表是何含义,7,6,
11,3/7,q_mr76FmXtA62S,这个仪表是何含义？,水温表,电流表 | 压力表 | 水温表 | 燃油表,这个仪表是何含义,7,6,
11,4/7,q_NyXvRa_kzZFa,这个仪表是何含义？,百公里油耗表,4030508020601070 | 百公里油耗表 | 速度表 | 发动机转速表,这个仪表是何含义,7,6,
11,5/7,q_lzVJNlxtvHwH,这个仪表是何含义？,燃油表,电流表 | 压力表 | 水温表 | 燃油表,这个仪表是何含义,7,6,
11,6/7,q_A_nMCA23MujB,这个仪表是何含义？,5,5 | 发动机转速表 | 行驶速度表 | 区间里程表,这个仪表是何含义,7,6,
11,7/7,q_jo5W3k_dMTNX,这个仪表是何含义？,百公里油耗表,4090100305080206010709080 | 百公里油耗表 | 速度表 | 发动机转速表,这个仪表是何含义,7,6,
12,1/6,q_padL4aKJt09F,这一组交通警察手势是什么信号？,停止信号,左转弯信号 | 停止信号 | 右转弯信号 | 靠边停车信号,这一组交通警察手势是什么信号,6,6,
12,2/6,q_zZ8AXFtDAHSV,这一组交通警察手势是什么信号？,直行信号,直行信号 | 转弯信号 | 停止信号 | 靠边停车信号,这一组交通警察手势是什么信号,6,6,
12,3/6,q_5UbdfJ1SD6uO,这一组交通警察手势是什么信号？,左转弯信号,靠边停车信号 | 左转弯待转信号 | 减速慢行信号 | 左转弯信号,这一组交通警察手势是什么信号,6,6,
12,4/6,q_wSDXTztvYw76,这一组交通警察手势是什么信号？,右转弯信号,靠边停车信号 | 减速慢行信号 | 停止信号 | 右转弯信号,这一组交通警察手势是什么信号,6,6,
12,5/6,q_t1rq066OUvaz,这一组交通警察手势是什么信号？,变道信号,右转弯信号 | 减速慢行信号 | 变道信号 | 靠边停车信号,这一组交通警察手势是什么信号,6,6,
12,6/6,q_6XnTMlgIsfip,这一组交通警察手势是什么信号？,减速慢行信号,靠边停车信号 | 减速慢行信号 | 变道信号 | 右转弯信号,这一组交通警察手势是什么信号,6,6,
13,1/5,q_pHf5k_5cR7N7,图中交警手势的含义是（ ）。,靠边停车信号,靠边停车信号 | 减速慢行信号 | 变道信号 | 右转弯信号,图中交警手势的含义是,5,4,
13,2/5,q_2rhYglZDqsx7,图中交警手势的含义是（ ）。,左转弯信号,靠边停车信号 | 左转弯待转信号 | 左转弯信号 | 右转弯信号,图中交警手势的含义是,5,4,
13,3/5,q_VGpScb2Rgw3y,图中交警手势的含义是（ ）。,右转弯信号,右转弯信号 | 减速慢行信号 | 左转弯待转信号 | 靠边停车信号,图中交警手势的含义是,5,4,
13,4/5,q_jKrclRfsLKoL,图中交警手势的含义是（ ）。,左转弯待转信号,左转弯待转信号 | 左转弯信号 | 减速慢行信号 | 右转弯信号,图中交警手势的含义是,5,4,
13,5/5,q_E8wZk9KMtj3q,图中交警手势的含义是（,左转弯信号,靠边停车信号 | 左转弯待转信号 | 左转弯信号 | 右转弯信号,图中交警手势的含义是,5,4,
14,1/5,q_5ffkdbVPeKFh,这是什么交通标志？,两侧变窄,两侧变窄 | 右侧变窄 | 左侧变窄 | 桥面变窄,这是什么交通标志,5,5,
14,2/5,q_Z7lHN4EF6yDN,这是什么交通标志？,反向弯路,易滑路段 | 急转弯路 | 反向弯路 | 连续弯路,这是什么交通标志,5,5,
14,3/5,q_9kVz3_Ky8GWQ,这是什么交通标志？,连续弯路,易滑路段 | 急转弯路 | 反向弯路 | 连续弯路,这是什么交通标志,5,5,
14,4/5,q_rd_qZWsBBvX9,这是什么交通标志？,右侧变窄,两侧变窄 | 右侧变窄 | 左侧变窄 | 桥面变窄,这是什么交通标志,5,5,
14,5/5,q_hgUsdpH5XSFW,这是什么交通标志？,左侧变窄,两侧变窄 | 右侧变窄 | 左侧变窄 | 桥面变窄,这是什么交通标志,5,5,
15,1/5,q_hl0_U44toTO6,如下图所示这个符号的开关控制什么装置？,前风窗玻璃刮水器,前风窗玻璃刮水器 | 后风窗玻璃除霜 | 后风窗玻璃刮水器 | 前风窗玻璃除霜,如下图所示这个符号的开关控制什么装置,5,5,
15,2/5,q_ybAynLJOZdmW,如下图所示这个符号的开关控制什么装置？,前风窗玻璃刮水器及洗涤器,后风窗玻璃除霜或除雾 | 前风窗玻璃刮水器及洗涤器 | 后风窗玻璃刮水器及洗涤器 | 前风窗玻璃除霜或除雾,如下图所示这个符号的开关控制什么装置,5,5,
15,3/5,q_6GHQSojGvdcs,如下图所示这个符号的开关控制什么装置？,车门锁住开锁,儿童安全锁 | 两侧车窗玻璃 | 电动车门 | 车门锁住开锁,如下图所示这个符号的开关控制什么装置,5,5,
15,4/5,q__-M8mzpjUab3,如下图所示这个符号的开关控制什么装置？,后风窗玻璃刮水器及洗涤器,后风窗玻璃除霜或除雾 | 前风窗玻璃刮水器及洗涤器 | 后风窗玻璃刮水器及洗涤器 | 前风窗玻璃除霜或除雾,如下图所示这个符号的开关控制什么装置,5,5,
15,5/5,q_r7sX183eII78,如下图所示这个符号的开关控制什么装置？,儿童安全锁,儿童安全锁 | 两侧车窗玻璃 | 电动车门 | 车门锁住开锁,如下图所示这个符号的开关控制什么装置,5,5,
16,1/4,q_X89VZx4hljq0,如图所示，驾驶机动车在路口遇到这种信号灯可以怎样行驶？,向右转弯,向左转弯 | 直行或向左转弯 | 向右转弯 | 直行,如图所示驾驶机动车在路口遇到这种信号灯可以怎样行驶,4,2,
16,2/4,q_paFj3rskgTVR,如图所示，驾驶机动车在路口遇到这种信号灯可以怎样行驶？,直行或向右转弯,向左或向右转弯 | 直行或向左转弯 | 向左转弯 | 直行或向右转弯,如图所示驾驶机动车在路口遇到这种信号灯可以怎样行驶,4,2,
16,3/4,q_6qGSqJQnZnUD,如图所示，驾驶机动车在路口遇到这种信号灯可以怎样行驶？,向右转弯,A直行 | 向右转弯 | 直行或向左转弯 | 向左转弯,如图所示驾驶机动车在路口遇到这种信号灯可以怎样行驶,4,2,
16,4/4,q_aSX98rOUvHPN,如图所示，驾驶机动车在路口遇到这种信号灯可以怎样行驶？,向右转弯,向左转弯 | 直行或向左转弯 | 向右转弯 | 直行D,如图所示驾驶机动车在路口遇到这种信号灯可以怎样行驶,4,2,
17,1/4,q_rmwn0-HFXgos,下列高速公路交通标志与其含义对应正确的一项是？,如图中A所示,如图中A所示 | 如图中D所示 | 如图中B所示 | 如图中C所示,下列高速公路交通标志与其含义对应正确的一项是,4,2,
17,2/4,q_-zUXDc-MSqeM,下列高速公路交通标志与其含义对应正确的一项是？,如图中C所示,如图中A所示 | 如图中D所示 | 如图中B所示 | 如图中C所示,下列高速公路交通标志与其含义对应正确的一项是,4,2,
17,3/4,q_uk9JDZfKV54y,下列高速公路交通标志与其含义对应正确的一项是？,如图中A所示,虎门高速 | 高速公紧急停车带高速公路公用电话 | 如图中A所示 | 如图中B所示,下列高速公路交通标志与其含义对应正确的一项是,4,2,
17,4/4,q_Ez0WuJMPWqBE,下列高速公路交通标志与其含义对应正确的一项是？,如图中A所示,虎门高速2高速公路停车场预告高速公路起点预告 | 高速公路紧急停车带高速公路公用电话 | 如图中A所示 | 如图中B所示,下列高速公路交通标志与其含义对应正确的一项是,4,2,
18,1/4,q_acQfHjbyEyB2,这属于哪一类标志？,指路标志,指路标志 | 指示标志 | 禁令标志 | 警告标志,这属于哪一类标志,4,4,
18,2/4,q_oBWIf4aclCiF,这属于哪一类标志？,璜塘二龙路黄河路G105G42上海25km500500,璜塘二龙路黄河路G105G42上海25km500500 | 指路标志 | 指示标志 | 禁令标志,这属于哪一类标志,4,4,
18,3/4,q_y5SWQqpDk2hV,这属于哪一类标志？,禁令标志,五爱街田村路田村 | 前方500m | 警告标志 | 禁令标志,这属于哪一类标志,4,4,
18,4/4,q_dsgwa37DCOOG,这属于哪一类标志？,璜塘二龙路黄河路G105G42上海25km500m500,璜塘二龙路黄河路G105G42上海25km500m500 | 指路标志 | 指示标志 | 禁令标志,这属于哪一类标志,4,4,
19,1/4,q_U4Q_1LOMnG0p,请判断一下，这是什么手势？,不准前方车辆通行手势,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许右方车辆右转弯手势,请判断一下这是什么手势,4,4,
19,2/4,q_boH6h27hbk9A,请判断一下，这是什么手势？,准许右方直行车辆通过手势,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许右方车辆右转弯手势,请判断一下这是什么手势,4,4,
19,3/4,q_GjxASwUDIC-R,请判断一下，这是什么手势？,准许车辆左转弯手势,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许右方车辆右转弯手势,请判断一下这是什么手势,4,4,
19,4/4,q_Q_5hU0N0JMFi,请判断一下，这是什么手势？,准许车辆右转弯手势,不准前方车辆通行手势 | 准许右方直行车辆通过手势 | 准许车辆左转弯手势 | 准许车辆右转弯手势,请判断一下这是什么手势,4,4,
20,1/4,q_5U6vAlncqTSV,图中标志的含义是什么？,禁止载货汽车驶入,载货汽车驶入 | 禁止载客汽车驶入 | 禁止载货汽车驶入 | 禁止机动车驶入,图中标志的含义是什么,4,4,
20,2/4,q_3tYmOKQ8lMZq,图中标志的含义是什么？,禁止汽车拖、挂车驶入,汽车拖、挂车驶入 | 禁止机动车驶入 | 禁止载货汽车驶入 | 禁止汽车拖、挂车驶入,图中标志的含义是什么,4,4,
20,3/4,q_DryTWeVIEEI1,图中标志的含义是什么？,10t,10t | 限制质量 | 限制轴重 | 限制速度,图中标志的含义是什么,4,4,
20,4/4,q_2Phjz8P1jIpr,图中标志的含义是什么？,禁止运输危险品车辆驶入,禁止机动车驶入 | 禁止运输危险品车辆驶入 | 禁止载货汽车驶入 | 禁止小型车辆驶入,图中标志的含义是什么,4,4,
21,1/3,q_nWyGDxE3nyce,下列哪个标志禁止一切车辆长时间停放，但可以临时停车？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个标志禁止一切车辆长时间停放但可以临时停车,3,2,
21,2/3,q_9h6Blel14BGh,下列哪个标志禁止一切车辆长时间停放，但可以临时停车？,如图中C所示,停 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个标志禁止一切车辆长时间停放但可以临时停车,3,2,
21,3/3,q__36cZJhEWs4X,下列哪个标志禁止一切车辆长时间停放，但可以临时停车？,如图中C所示,图8停 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个标志禁止一切车辆长时间停放但可以临时停车,3,2,
22,1/3,q_qSBYT4cCSJfG,如图所示，在这起交通事故中，以下说法正确的是什么？,A车负全部责任,A车负全部责任 | B车负全部责任 | 各负一半责任 | 都无责任，后果自行承担,如图所示在这起交通事故中以下说法正确的是什么,3,2,
22,2/3,q_gy2vQxGlYzYy,如图所示，在这起交通事故中，以下说法正确的是什么？,障碍物,障碍物 | A车负全部责任 | ）B车负全部责任 | 各负一半责任,如图所示在这起交通事故中以下说法正确的是什么,3,2,
22,3/3,q_477MJFJrJQgu,如图所示，在这起交通事故中，以下说法正确的是什么？,障碍物,障碍物 | A车负全部责任 | B车负全部责任 | 各负一半责任,如图所示在这起交通事故中以下说法正确的是什么,3,2,
23,1/3,q_IdImJsVM0t1Z,下列哪个标志提示驾驶人下陡坡？,如图中D所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个标志提示驾驶人下陡坡,3,3,
23,2/3,q_WS8RIKOBPTEe,下列哪个标志提示驾驶人下陡坡？,如图中C所示,图B图 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个标志提示驾驶人下陡坡,3,3,
23,3/3,q_GKdibRSOKoed,下列哪个标志提示驾驶人下陡坡？,如图中B所示,图A图 | 图 | 如图中A所示 | 如图中B所示,下列哪个标志提示驾驶人下陡坡,3,3,
24,1/3,q_T3pUnsHRTvSf,下列哪个标志提示驾驶人连续弯路？,如图中B所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列哪个标志提示驾驶人连续弯路,3,3,
24,2/3,q_XVbMVrt_sC4v,下列哪个标志提示驾驶人连续弯路？,如图中A所示,图B图 | 如图中A所示 | 如图中B所示 | 如图中C所示,下列哪个标志提示驾驶人连续弯路,3,3,
24,3/3,q_dpOaXN3LyAhp,下列哪个标志提示驾驶人连续弯路？,图,图A图 | 图 | 如图中A所示 | 如图中B所示,下列哪个标志提示驾驶人连续弯路,3,3,
25,1/3,q_THIbgGvi5w6D,下列标志哪个表示一般道路车道数变少？,如图中B所示,如图中A所示 | 如图中B所示 | 如图中C所示 | 如图中D所示,下列标志哪个表示一般道路车道数变少,3,2,
25,2/3,q_jGhErAkK43xF,下列标志哪个表示一般道路车道数变少？,2500m,图 | 2500m | 如图中A所示 | 如图中B所示,下列标志哪个表示一般道路车道数变少,3,2,
25,3/3,q_So84h9BSjtLc,下列标志哪个表示一般道路车道数变少？,2500m,图A图 | 2500m | 如图中A所示 | 如图中B所示,下列标志哪个表示一般道路车道数变少,3,2,
26,1/3,q_XvDl9m4-jzdm,机动车仪表板上如下图所示指示灯亮表示什么？,空气外循环,空气内循环 | 空气外循环 | 迎面吹风 | 风窗玻璃除霜,机动车仪表板上如下图所示指示灯亮表示什么,3,3,
26,2/3,q_nbmxTlXdDlrG,机动车仪表板上如下图所示指示灯亮表示什么？,地板及迎面出风,空气内循环 | 地板及迎面出风 | 空气外循环 | 侧面及地板出风,机动车仪表板上如下图所示指示灯亮表示什么,3,3,
26,3/3,q_r0dHPh_WfIJR,机动车仪表板上如下图所示指示灯亮表示什么？,迎面出风,空气内循环 | 侧面出风 | 空气外循环 | 迎面出风,机动车仪表板上如下图所示指示灯亮表示什么,3,3,
27,1/3,q_I6kop3RBtEcE,车辆使用远光灯，下列哪个指示灯会亮？,图4,图1 | 图2 | 图3 | 图4,车辆使用远光灯下列哪个指示灯会亮,3,2,
27,2/3,q_tXygYb7LfQSg,车辆使用远光灯，下列哪个指示灯会亮？,图2,啡 | 图1 | 图3图4 | 图2,车辆使用远光灯下列哪个指示灯会亮,3,2,
27,3/3,q_prRRjYglvTac,车辆使用远光灯，下列哪个指示灯会亮？,图2,图2图1 | 图3图4 | 图1 | 图2,车辆使用远光灯下列哪个指示灯会亮,3,2,
28,1/3,q_vrHVwhBvZF6K,以下哪个指示灯亮时，表示发动机温度过高？,图3,图1 | 图3 | 图2 | 图4,以下哪个指示灯亮时表示发动机温度过高,3,2,
28,2/3,q_wmuVXiL8HTm6,以下哪个指示灯亮时，表示发动机温度过高？,图3图4,图1 | 图3图4 | 图3 | 图2,以下哪个指示灯亮时表示发动机温度过高,3,2,
28,3/3,q_6lcVGsiyJDNU,以下哪个指示灯亮时，表示发动机温度过高？,图3图4,图2图1 | 图3图4 | 图1 | 图3,以下哪个指示灯亮时表示发动机温度过高,3,2,
29,1/3,q_F99Uk03GbXj9,以下高速公路交通标志与其含义对应正确的一项是？,如图1所示,如图1所示 | 如图2所示 | 如图3所示 | 如图4所示,以下高速公路交通标志与其含义对应正确的一项是,3,3,
29,2/3,q_UYyyY4Lj7sCr,以下高速公路交通标志与其含义对应正确的一项是？,虎门高速,虎门高速 | 高速公路点 | 高公路验处高速公路公用电话 | 如图1所示,以下高速公路交通标志与其含义对应正确的一项是,3,3,
29,3/3,q_BSTC2eWcfeFB,以下高速公路交通标志与其含义对应正确的一项是？,图1：虎门高速虎门高速2高速公路终点高速公路停车场,图1：虎门高速虎门高速2高速公路终点高速公路停车场 | 高速公路验处高速公路公用电话 | 如图1所示 | 如图2所示,以下高速公路交通标志与其含义对应正确的一项是,3,3,
30,1/3,q_dmNr-1jNF5TU,请判断一下，图中黄色小型汽车的违法行为是什么？,占用专用车道,强行从右侧超车 | 越黄线行驶 | 占用专用车道 | 未开启右转向灯,请判断图中黄色小型汽车的违法行为是什么,3,2,
30,2/3,q_lDDvel4VQpGz,请判断一下，图中黄色小型汽车的违法行为是什么？,越黄线行驶,鄂K·R1234 | 强行从右侧超车 | 越黄线行驶 | 占用专用车道,请判断图中黄色小型汽车的违法行为是什么,3,2,是
30,3/3,q_fVafvcPLgx4m,请判断图中这辆黄色小型汽车的违法行为是什么？,占用专用车道,强行从右侧超车 | 越黄线行驶 | 占用专用车道 | 未开启右转向灯,请判断图中黄色小型汽车的违法行为是什么,3,2,
31,1/3,q_wSxAKBJkmm5T,如图所示，驾驶机动车遇到这种情况，以下做法正确的是什么？,降低行驶速度，避让行人,长鸣喇叭催促行人快速通过 | 开启远光灯警示行人有车辆驶近 | 降低行驶速度，避让行人 | 适当加速从行人前方绕行,如图所示驾驶机动车遇到这种情况以下做法正确的是什么,3,2,
31,2/3,q_YaXLZ-4ID8r1,如图所示，驾驶机动车遇到这种情况，以下做法正确的是什么？,减速慢行、鸣喇叭示意,减速慢行、鸣喇叭示意 | 为拓宽视野，临时占用左侧车道B行驶 | 加速行驶 | 停车观察,如图所示驾驶机动车遇到这种情况以下做法正确的是什么,3,2,
31,3/3,q_2nNw2nnyoale,如图所示，驾驶机动车遇到这种情况，以下做法正确的是什么？,减速慢行、鸣喇叭示意,减速慢行、鸣喇叭示意 | 为拓宽视野，临时占用左侧车道行驶 | 加速行驶 | 停车观察,如图所示驾驶机动车遇到这种情况以下做法正确的是什么,3,2,
32,1/3,q_3yQO78l3aDQZ,如图所示，在高速公路上开车遇到图中所示情况时，以下操作不正确的是什么？,继续维持高速行驶，防止后面车辆堵塞,应该打开雾灯、近光灯、示廓灯、A前后位灯，危险报警闪光灯 | 能见度低，应该与同车道前车保持一定距离 | 降低车速，防止紧急情况下无法及时制动 | 继续维持高速行驶，防止后面车辆堵塞,如图所示在高速公路上开车遇到图中所示情况时以下操作不正确的是什么,3,2,
